epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,5.012969666704114,13.950343375953732,1556,5e-06
2,4.051865497560918,11.949155238109872,1556,5e-06
3,3.7195118400615406,12.175957100097195,1556,5e-06
4,3.537219655391183,12.362146821763645,1556,5e-06
5,3.4249871573901727,12.81211618025689,1556,5e-06
6,3.2782055075186998,12.510620140477746,1556,5e-06
7,3.238567090739321,12.961766534262267,1556,5e-06
8,3.152046285129145,13.005189845984884,1556,5e-06
9,3.061889910759227,12.970519184300096,1556,5e-06
10,3.027321033735202,13.520480326637816,1556,5e-06
11,2.992198396158096,13.40854945265542,1556,5e-06
12,2.9381208658831284,13.873741846004918,1556,5e-06
13,2.9232489984568715,14.254138877275365,1556,5e-06
14,2.8638433766548923,13.854664723793462,1556,5e-06
15,2.851279585404384,14.235308877606625,1556,5e-06
16,2.8096899929573724,14.208773714564453,1556,5e-06
17,2.792138755627953,14.121406990795332,1556,5e-06
18,2.734329374866191,13.836207827136572,1556,5e-06
19,2.743692925472799,14.450966223652994,1556,5e-06
20,2.7040044577998184,14.214194806958226,1556,5e-06
21,2.695317843119712,14.397489057714958,1556,5e-06
22,2.6739708166808884,14.774551415657935,1556,5e-06
23,2.6802194595030464,14.897904897410337,1556,5e-06
24,2.653565875975209,14.599734201835789,1556,5e-06
25,2.637981872632142,14.662208455693753,1556,5e-06
26,2.603075886906572,14.707034241417686,1556,5e-06
27,2.6051557701473675,14.707746072262909,1556,5e-06
28,2.5824725514512443,14.645196544327282,1556,5e-06
29,2.5722097585164487,14.856097768848537,1556,5e-06
30,2.5870521022605404,15.050576122070646,1556,5e-06
31,2.574989706814136,15.388318869019535,1556,5e-06
32,2.5612439952963117,15.180144793423406,1556,5e-06
33,2.534817546989127,15.08085449082073,1556,5e-06
34,2.539336741047224,15.326632424614424,1556,5e-06
35,2.5435391528900606,15.234865799661161,1556,5e-06
36,2.5034366684431895,15.27214190800576,1556,5e-06
37,2.514595436099869,14.94331039775613,1556,5e-06
38,2.5211819970362597,15.500301656655603,1556,5e-06
39,2.5161826501775217,15.718250321545147,1556,5e-06
40,2.492358885111723,15.193641148526748,1556,5e-06
41,2.4916679555775265,15.44523547287159,1556,5e-06
42,2.4790461515399667,15.44683017537649,1556,5e-06
43,2.484461265924964,15.552327198510305,1556,5e-06
44,2.490597569390863,15.813218053478202,1556,5e-06
45,2.478176352144207,15.909528813355992,1556,5e-06
46,2.460236683219748,15.56411613336259,1556,5e-06
47,2.4571735522587685,15.571004221402587,1556,5e-06
48,2.4488023796853797,15.567452132165585,1556,5e-06
49,2.4371210610192353,15.500728414113846,1556,5e-06
50,2.4232536911351517,15.37487650453891,1556,5e-06
51,2.4348729173904213,15.748424510569683,1556,5e-06
52,2.429236006231112,16.01807665365214,1556,5e-06
53,2.4185341804989813,16.262091828189348,1556,5e-06
54,2.4090175647815273,15.992696718875424,1556,5e-06
55,2.420646106369391,16.46492400681145,1556,5e-06
56,2.4174654993269313,16.529397588615858,1556,5e-06
57,2.4215736740812237,17.006479338079615,1556,5e-06
58,2.3888093812300184,16.661437815289876,1556,5e-06
59,2.379926035444044,16.784871985336196,1556,5e-06
60,2.386680967320513,17.001359436230057,1556,5e-06
61,2.38014992029624,16.85069654058368,1556,5e-06
62,2.3906615188005342,17.13157860417599,1556,5e-06
63,2.3580566132896053,16.825987513083724,1556,5e-06
64,2.359383005869113,17.10616795507985,1556,5e-06
65,2.3590312186427473,17.23560324318918,1556,5e-06
66,2.3545076085546635,17.42581526555868,1556,5e-06
67,2.3583077655813076,17.57853073647825,1556,5e-06
68,2.3427277634107053,17.49957725842385,1556,5e-06
69,2.330365285545511,17.444160368877696,1556,5e-06
70,2.333067086484561,17.583480688937218,1556,5e-06
71,2.3416279414932033,17.7552905139396,1556,5e-06
72,2.3322075826803026,17.868706057494588,1556,5e-06
73,2.326304237303207,17.709186034827734,1556,5e-06
74,2.333362334951337,18.108339687392768,1556,5e-06
75,2.327866682203386,17.730989113105295,1556,5e-06
76,2.316141117277979,17.705611414039044,1556,5e-06
77,2.317796355424626,18.004975162312427,1556,5e-06
78,2.3187806082262172,17.937502235097565,1556,5e-06
79,2.313697883126668,18.091021992553475,1556,5e-06
80,2.282039488802226,17.947614144083772,1556,5e-06
81,2.304174418161338,18.369345929138458,1556,5e-06
82,2.2981930241027038,17.995806869014064,1556,5e-06
83,2.296529028440196,18.305424810681675,1556,5e-06
84,2.3118898697714574,18.225488826364355,1556,5e-06
85,2.31244880428351,18.505905701599268,1556,5e-06
86,2.2972536412639912,18.297305051036236,1556,5e-06
87,2.3278454234177164,18.962446794411825,1556,5.000000000000001e-07
88,2.2942285703969185,18.44748607852465,1556,5.000000000000001e-07
89,2.3017857483082995,18.562375810734718,1556,5.000000000000001e-07
90,2.272876156096593,17.958887162275975,1556,5.000000000000001e-07
91,2.275079364641773,18.049928430573186,1556,5.000000000000001e-07
92,2.287971609585696,18.529084441287964,1556,5.000000000000001e-07
93,2.298656301280833,18.8417297191056,1556,5.000000000000001e-07
94,2.2988718842326215,18.842790604710274,1556,5.000000000000001e-07
95,2.290470784381607,18.721629855105686,1556,5.000000000000001e-07
96,2.2859027688331652,18.52151720903833,1556,5.000000000000001e-07
97,2.288010247109175,18.440093753576893,1556,5.000000000000001e-08
98,2.299962814179055,18.75215393366115,1556,5.000000000000001e-08
99,2.2744613529630677,18.257343543066156,1556,5.000000000000001e-08
100,2.2794121099315143,18.419818631940757,1556,5.000000000000001e-08
